1; Draft.Scratch_smt_check_7_18237; 2026-04-10 13:43:49.696;
bind: 515000,476000,998000,975000,
cong: 225000,402000,
trans: 431000,883000,
or_pos: 1563000,
implies: 1863000,
parsing: 43627000,
subproof: 4825000,
equiv_pos2: 345000,646000,
reordering: 15562000,
resolution: 255000,375000,705000,2254000,2087000,1061000,625000,
contraction: 2758000,
forall_inst: 3171000,
implies_neg1: 4061000,
implies_neg2: 3236000,
__local_input: 190000,
__normalized_input: 8451000,8666000,6338000,
rare_rewrite_eq-symm: 252000,470000,
rare_rewrite_bool-impl-elim: 6720000,12993000,

