1; Draft.Scratch_smt_check_7_17755; 2026-04-10 13:44:09.567;
bind: 395000,392000,391000,386000,
cong: 213000,168000,215000,174000,448000,204000,
refl: 61000,49000,
trans: 337000,264000,305000,348000,271000,294000,
or_pos: 526000,
implies: 329000,
parsing: 15938000,
aci_simp: 2185000,1972000,
not_symm: 114000,
subproof: 3447000,
equiv_pos2: 328000,276000,446000,
reordering: 490000,
resolution: 416000,420000,470000,509000,630000,772000,437000,415000,
contraction: 577000,
forall_inst: 1321000,
implies_neg1: 434000,
implies_neg2: 473000,
__local_input: 88000,
__normalized_input: 1469000,902000,855000,889000,
rare_rewrite_eq-symm: 122000,117000,119000,
rare_rewrite_bool-impl-elim: 11645000,11514000,
rare_rewrite_bool-and-de-morgan: 11422000,11482000,

