1; Draft.Scratch_smt_check_7_17473; 2026-04-10 13:50:24.593;
bind: 154000,309000,257000,300000,
cong: 68000,61000,128000,133000,142000,128000,134000,167000,139000,
symm: 113000,128000,
false: 13000,
trans: 164000,157000,167000,198000,
choice: 39000,94000,
equiv2: 115000,134000,
or_neg: 198000,207000,180000,194000,212000,176000,182000,
not_not: 150000,
parsing: 7332000,
evaluate: 309000,
equiv_pos2: 84000,226000,145000,93000,155000,129000,131000,141000,50000,
reordering: 312000,391000,255000,
resolution: 128000,189000,179000,185000,191000,254000,199000,186000,324000,259000,244000,344000,237000,312000,373000,300000,364000,171000,193000,345000,378000,256000,
sko_forall: 1316000,1222000,
contraction: 282000,287000,
forall_inst: 705000,734000,983000,952000,
connective_def: 250000,
equiv_simplify: 195000,265000,
__normalized_input: 8126000,5786000,1782000,1814000,1311000,
rare_rewrite_eq-symm: 145000,
rare_rewrite_bool-impl-elim: 7185000,
rare_rewrite_bool-and-de-morgan: 7364000,
rare_rewrite_bool-double-not-elim: 190000,137000,

