1; Draft.Scratch_smt_check_7_24183; 2026-04-10 13:43:46.102;
bind: 566000,527000,569000,585000,556000,
cong: 393000,306000,434000,388000,302000,
refl: 44000,31000,
trans: 476000,544000,441000,511000,529000,611000,497000,555000,420000,
parsing: 30176000,
aci_simp: 2252000,2282000,
poly_simp: 3331000,3442000,
equiv_pos2: 495000,430000,
resolution: 208000,573000,363000,595000,
poly_simp_rel: 2190000,2145000,
connective_def: 696000,
miniscope_split: 789000,
__normalized_input: 1435000,1369000,829000,
rare_rewrite_arith-elim-leq: 11723000,11784000,
rare_rewrite_bool-impl-elim: 12763000,
rare_rewrite_bool-and-de-morgan: 12396000,12137000,

