1; Draft.Scratch_smt_check_7_4112; 2026-04-10 13:51:01.189;
bind: 667000,611000,393000,396000,
cong: 163000,372000,300000,299000,161000,213000,147000,144000,158000,237000,139000,86000,152000,199000,139000,
refl: 96000,34000,
symm: 658000,244000,254000,
false: 22000,
trans: 540000,603000,570000,437000,339000,306000,343000,337000,327000,241000,260000,234000,261000,339000,279000,227000,
equiv1: 187000,
or_pos: 412000,
implies: 283000,
parsing: 2962000,
aci_simp: 2430000,
evaluate: 347000,210000,399000,328000,368000,
and_intro: 424000,
poly_simp: 3909000,3646000,3667000,3522000,3458000,2012000,2699000,
equiv_pos2: 255000,309000,398000,175000,109000,141000,178000,
la_generic: 6260000,
reordering: 635000,
resolution: 352000,437000,623000,542000,550000,504000,529000,692000,785000,644000,462000,555000,488000,536000,231000,
forall_inst: 1892000,1510000,782000,
la_mult_neg: 384000,
poly_simp_rel: 2142000,2194000,2245000,2328000,2035000,1255000,
equiv_simplify: 208000,
__normalized_input: 12809000,7703000,7781000,809000,
rare_rewrite_arith-elim-gt: 7150000,
rare_rewrite_arith-elim-lt: 13053000,12606000,12360000,12819000,12178000,10262000,7932000,
rare_rewrite_arith-elim-leq: 13052000,6819000,
rare_rewrite_bool-impl-elim: 13425000,
rare_rewrite_bool-and-de-morgan: 12829000,
rare_rewrite_bool-double-not-elim: 337000,398000,

