1; Draft.Scratch_smt_check_7_9350; 2026-04-10 13:51:04.543;
bind: 634000,371000,328000,362000,
cong: 203000,183000,239000,98000,107000,168000,89000,104000,124000,135000,123000,55000,54000,61000,64000,83000,133000,103000,58000,52000,59000,69000,90000,261000,
refl: 40000,51000,29000,26000,18000,24000,27000,17000,27000,
trans: 563000,598000,317000,
implies: 269000,
parsing: 3087000,
subproof: 1250000,
poly_simp: 3441000,2002000,2115000,
equiv_pos2: 232000,171000,191000,304000,
reordering: 402000,
resolution: 410000,721000,604000,360000,431000,394000,257000,360000,
contraction: 393000,
forall_inst: 898000,
implies_neg1: 369000,
implies_neg2: 371000,
__local_input: 263000,
poly_simp_rel: 2193000,1144000,1262000,
__normalized_input: 35479000,899000,931000,

