1; Draft.Scratch_smt_check_7_6330; 2026-04-10 13:46:45.578;
bind: 368000,286000,324000,367000,
cong: 163000,114000,118000,150000,165000,114000,118000,
refl: 27000,124000,54000,27000,235000,
trans: 304000,209000,238000,203000,202000,195000,202000,215000,294000,206000,226000,202000,198000,189000,
or_pos: 263000,225000,389000,
implies: 376000,
parsing: 13824000,
aci_simp: 1132000,1007000,1083000,1109000,999000,
subproof: 2126000,
equiv_pos2: 250000,159000,166000,447000,
reordering: 418000,309000,666000,
resolution: 713000,324000,428000,215000,257000,273000,232000,274000,292000,585000,759000,478000,326000,
contraction: 566000,
forall_inst: 863000,814000,1706000,
implies_neg1: 930000,
implies_neg2: 571000,
__local_input: 163000,
__normalized_input: 1785000,1968000,1462000,1148000,1297000,920000,899000,891000,
rare_rewrite_bool-impl-elim: 5903000,6163000,5993000,11262000,
rare_rewrite_bool-and-de-morgan: 5510000,5668000,5796000,5737000,5889000,23386000,10973000,

