1; Draft.Scratch_smt_check_7_15447; 2026-04-10 13:46:20.724;
bind: 375000,436000,384000,398000,
cong: 134000,147000,75000,118000,116000,116000,73000,121000,152000,124000,130000,118000,
refl: 26000,34000,24000,26000,28000,40000,
trans: 327000,340000,
or_pos: 343000,
implies: 319000,
parsing: 7357000,
subproof: 2566000,
equiv_pos2: 239000,106000,245000,
reordering: 414000,
resolution: 359000,409000,380000,375000,547000,563000,390000,518000,
contraction: 480000,
forall_inst: 1396000,
implies_neg1: 482000,
implies_neg2: 398000,
__local_input: 169000,
__normalized_input: 10165000,3702000,899000,3322000,
rare_rewrite_bool-impl-elim: 12062000,12297000,

