1; Draft.Scratch_smt_check_7_15979; 2026-04-10 13:46:20.440;
bind: 330000,323000,386000,308000,300000,
cong: 178000,204000,118000,157000,204000,170000,130000,
refl: 44000,27000,
trans: 326000,279000,236000,274000,301000,292000,252000,281000,
parsing: 8265000,
aci_simp: 1890000,1896000,
and_intro: 233000,
equiv_pos2: 227000,236000,
resolution: 205000,440000,291000,525000,
miniscope_split: 492000,
__normalized_input: 1089000,4078000,1036000,915000,
rare_rewrite_eq-symm: 187000,190000,
rare_rewrite_bool-impl-elim: 16450000,
rare_rewrite_bool-impl-false1: 10921000,11784000,
rare_rewrite_bool-and-de-morgan: 11503000,11570000,

