1; Draft.Scratch_smt_check_7_25342; 2026-04-10 13:48:25.951;
bind: 244000,187000,13411000,364000,
cong: 137000,71000,51000,120000,177000,224000,178000,189000,172000,196000,
refl: 39000,16000,62000,41000,58000,86000,63000,107000,56000,
symm: 93000,152000,154000,215000,
false: 16000,
trans: 127000,164000,170000,160000,147000,162000,252000,
choice: 76000,
equiv2: 98000,185000,
or_neg: 286000,270000,322000,258000,
or_pos: 220000,332000,
implies: 153000,
not_not: 118000,
parsing: 6003000,
aci_simp: 1032000,
evaluate: 461000,
subproof: 1166000,
equiv_pos2: 147000,97000,195000,336000,223000,204000,214000,54000,
reordering: 277000,395000,424000,
resolution: 107000,152000,156000,245000,275000,293000,186000,171000,184000,274000,248000,275000,303000,187000,287000,314000,282000,275000,496000,485000,409000,500000,
sko_forall: 2026000,
contraction: 230000,418000,
forall_inst: 800000,1282000,
implies_neg1: 336000,
implies_neg2: 185000,
__local_input: 198000,
equiv_simplify: 184000,350000,
__normalized_input: 1485000,986000,945000,1086000,1239000,
rare_rewrite_eq-symm: 166000,
rare_rewrite_bool-impl-elim: 6891000,6498000,11837000,11977000,
rare_rewrite_bool-and-de-morgan: 6302000,
rare_rewrite_bool-double-not-elim: 116000,205000,191000,

