1; Draft.Scratch_smt_check_7_399; 2026-04-10 13:50:19.120;
bind: 854000,489000,617000,483000,
cong: 104000,83000,310000,394000,416000,274000,166000,177000,
refl: 18000,60000,36000,45000,
symm: 334000,
false: 21000,
trans: 576000,452000,433000,444000,423000,378000,
choice: 75000,
equiv2: 272000,274000,
or_neg: 339000,396000,333000,311000,
or_pos: 368000,498000,
and_pos: 231000,
not_not: 271000,
parsing: 4525000,
aci_simp: 1538000,1303000,
evaluate: 377000,
equiv_pos2: 252000,260000,165000,169000,40000,
reordering: 284000,447000,880000,415000,
resolution: 403000,458000,576000,639000,598000,740000,362000,396000,361000,380000,338000,387000,463000,550000,543000,697000,545000,555000,
sko_forall: 1529000,
contraction: 455000,
forall_inst: 1361000,1114000,1245000,
equiv_simplify: 368000,351000,
__normalized_input: 3373000,3284000,2498000,1380000,1610000,
rare_rewrite_bool-impl-elim: 8175000,8854000,7504000,
rare_rewrite_bool-and-de-morgan: 8663000,7827000,
rare_rewrite_bool-double-not-elim: 284000,

