1; Draft.Scratch_smt_check_7_29862; 2026-04-10 13:48:39.669;
bind: 380000,320000,342000,478000,
cong: 99000,157000,193000,132000,75000,94000,272000,
refl: 87000,42000,43000,
symm: 138000,
false: 13000,
trans: 155000,233000,271000,186000,212000,
equiv2: 147000,244000,
or_neg: 192000,195000,189000,194000,
or_pos: 209000,221000,269000,205000,360000,393000,
not_and: 219000,
not_not: 146000,
parsing: 10053000,
aci_simp: 1337000,1174000,1066000,
evaluate: 405000,
equiv_pos2: 446000,156000,114000,131000,322000,267000,57000,
reordering: 215000,282000,330000,234000,234000,466000,490000,
resolution: 122000,170000,167000,224000,231000,319000,366000,311000,297000,367000,263000,266000,217000,253000,301000,459000,1581000,263000,184000,213000,278000,356000,334000,420000,496000,
contraction: 392000,
forall_inst: 779000,898000,830000,801000,1465000,1398000,
equiv_simplify: 269000,408000,
__normalized_input: 1980000,1653000,1559000,1531000,1203000,1509000,
rare_rewrite_bool-impl-elim: 6809000,6801000,29414000,12160000,
rare_rewrite_bool-and-de-morgan: 6699000,
rare_rewrite_bool-double-not-elim: 158000,92000,118000,135000,

