1; Draft.Scratch_smt_check_7_29846; 2026-04-10 13:50:54.631;
bind: 467000,454000,494000,456000,
cong: 83000,82000,61000,57000,69000,125000,127000,75000,54000,65000,78000,50000,54000,150000,136000,107000,132000,132000,70000,75000,65000,81000,54000,78000,160000,134000,109000,333000,211000,
refl: 48000,45000,86000,
trans: 412000,496000,
and_pos: 294000,
implies: 425000,
parsing: 4470000,
subproof: 1462000,
equiv_pos2: 86000,253000,245000,437000,109000,
reordering: 384000,537000,
resolution: 481000,522000,362000,509000,440000,538000,573000,561000,295000,434000,
contraction: 583000,
forall_inst: 1358000,
implies_neg1: 532000,
implies_neg2: 570000,
__local_input: 440000,
__normalized_input: 2179000,1964000,1185000,705000,898000,
rare_rewrite_eq-symm: 191000,253000,184000,207000,240000,

