1; Draft.Scratch_smt_check_7_7497; 2026-04-10 13:49:59.834;
bind: 289000,185000,220000,188000,287000,
cong: 144000,82000,69000,92000,51000,55000,52000,71000,57000,109000,57000,122000,100000,49000,77000,146000,
refl: 43000,17000,27000,370000,22000,40000,34000,45000,
symm: 88000,
trans: 179000,193000,152000,151000,159000,142000,93000,176000,201000,157000,160000,172000,195000,
or_pos: 299000,
implies: 262000,
parsing: 6671000,
aci_simp: 1065000,1024000,1034000,1076000,
evaluate: 211000,
onepoint: 973000,
subproof: 1725000,
equiv_pos2: 181000,55000,77000,46000,74000,177000,
reordering: 430000,
resolution: 301000,322000,320000,195000,226000,190000,232000,453000,511000,340000,359000,
contraction: 409000,
forall_inst: 898000,
implies_neg1: 369000,
implies_neg2: 394000,
__local_input: 147000,
__normalized_input: 15434000,6420000,1882000,585000,452000,674000,
rare_rewrite_eq-refl: 102000,
rare_rewrite_eq-symm: 94000,88000,135000,
rare_rewrite_or-not-refl: 6414000,
rare_rewrite_bool-impl-elim: 6331000,6390000,6688000,
rare_rewrite_bool-and-de-morgan: 6122000,6740000,
rare_rewrite_bool-double-not-elim: 142000,

