1; Draft.Scratch_smt_check_7_4420; 2026-04-10 13:45:55.544;
bind: 275000,464000,443000,470000,429000,
cong: 174000,259000,270000,277000,231000,270000,269000,
refl: 31000,30000,
trans: 221000,249000,378000,408000,357000,498000,455000,442000,373000,414000,394000,413000,350000,
parsing: 18039000,
aci_simp: 1987000,1930000,2125000,2247000,1958000,1912000,
poly_simp: 3360000,3302000,
equiv_pos2: 318000,337000,
resolution: 137000,312000,338000,523000,
poly_simp_rel: 1867000,1818000,
connective_def: 560000,
miniscope_split: 640000,
__normalized_input: 1239000,1302000,906000,
rare_rewrite_bool-impl-elim: 11962000,
rare_rewrite_bool-and-de-morgan: 12729000,12483000,11802000,12114000,

