1; Draft.Scratch_smt_check_7_4519; 2026-04-10 13:47:15.468;
bind: 845000,477000,471000,472000,217000,
cong: 453000,204000,182000,167000,251000,307000,88000,89000,136000,129000,258000,193000,187000,167000,250000,295000,82000,95000,135000,134000,436000,346000,100000,95000,
refl: 44000,28000,34000,29000,27000,36000,47000,57000,
trans: 756000,866000,681000,613000,320000,287000,253000,312000,135000,141000,311000,288000,406000,358000,337000,323000,313000,289000,255000,311000,131000,139000,308000,298000,140000,
equiv1: 117000,129000,
or_pos: 398000,
implies: 361000,
parsing: 24482000,
aci_simp: 2625000,2349000,1076000,1052000,1083000,1292000,1167000,1083000,1063000,1114000,
subproof: 2579000,
equiv_pos2: 107000,401000,378000,612000,151000,53000,
reordering: 500000,275000,601000,210000,
resolution: 262000,333000,346000,739000,1013000,622000,465000,630000,866000,561000,380000,149000,206000,185000,270000,
contraction: 633000,
forall_inst: 1317000,949000,749000,
implies_neg1: 527000,
implies_neg2: 499000,
__local_input: 126000,
connective_def: 234000,195000,187000,199000,202000,
__normalized_input: 18411000,1796000,1522000,1287000,1261000,1266000,1318000,1341000,
rare_rewrite_eq-symm: 98000,
rare_rewrite_bool-impl-elim: 6455000,6356000,
rare_rewrite_bool-and-de-morgan: 6114000,6082000,6170000,6280000,5721000,5843000,5972000,6294000,
rare_rewrite_bool-double-not-elim: 134000,136000,133000,139000,138000,

