1; Draft.Scratch_smt_check_7_11639; 2026-04-10 13:49:19.780;
bind: 268000,243000,229000,246000,216000,
cong: 127000,136000,106000,98000,139000,120000,139000,
refl: 34000,23000,
trans: 241000,210000,190000,206000,202000,212000,180000,207000,
parsing: 3498000,
aci_simp: 1328000,1093000,
and_intro: 172000,
equiv_pos2: 137000,126000,
resolution: 167000,350000,219000,390000,
miniscope_split: 329000,
__normalized_input: 2255000,2307000,2311000,2158000,
rare_rewrite_eq-symm: 154000,143000,
rare_rewrite_bool-impl-elim: 6842000,
rare_rewrite_bool-impl-false1: 6824000,7162000,
rare_rewrite_bool-and-de-morgan: 7321000,6483000,

