1; Draft.Scratch_smt_check_7_21758; 2026-04-10 13:51:34.408;
bind: 218000,249000,224000,252000,
cong: 73000,95000,53000,72000,55000,79000,84000,59000,
refl: 27000,22000,
trans: 206000,137000,207000,146000,
or_pos: 232000,
implies: 194000,
parsing: 21058000,
subproof: 1395000,
equiv_pos2: 102000,36000,51000,47000,109000,
reordering: 253000,
resolution: 260000,312000,257000,246000,261000,325000,385000,261000,279000,313000,
contraction: 283000,
forall_inst: 762000,
implies_neg1: 264000,
implies_neg2: 241000,
__local_input: 155000,
__normalized_input: 21101000,19258000,462000,704000,
rare_rewrite_eq-symm: 123000,127000,
rare_rewrite_bool-impl-elim: 6198000,6404000,
rare_rewrite_bool-double-not-elim: 143000,141000,

