1; Draft.Scratch_smt_check_7_19730; 2026-04-10 13:50:29.516;
bind: 379000,306000,265000,279000,
cong: 68000,81000,64000,45000,173000,61000,59000,81000,68000,47000,56000,81000,125000,91000,72000,93000,53000,86000,
refl: 22000,23000,21000,35000,18000,23000,20000,
symm: 165000,176000,
trans: 190000,324000,188000,232000,259000,276000,
or_pos: 367000,
parsing: 2218000,
aci_simp: 1092000,
equiv_pos1: 50000,
equiv_pos2: 39000,55000,140000,100000,46000,
reordering: 324000,485000,
resolution: 305000,256000,269000,376000,367000,282000,263000,333000,332000,
forall_inst: 959000,915000,
__normalized_input: 8748000,4124000,4068000,3264000,1192000,973000,963000,1048000,1105000,
rare_rewrite_eq-symm: 250000,
rare_rewrite_bool-impl-elim: 6218000,
rare_rewrite_bool-and-de-morgan: 6113000,

