1; Draft.Scratch_smt_check_7_18803; 2026-04-10 13:52:08.690;
bind: 526000,363000,9543000,633000,
cong: 79000,83000,117000,64000,91000,79000,53000,224000,67000,38000,78000,102000,69000,90000,82000,54000,61000,95000,79000,137000,163000,125000,122000,105000,95000,119000,149000,82000,
refl: 18000,20000,22000,19000,21000,35000,28000,36000,31000,30000,
symm: 231000,242000,396000,
trans: 263000,296000,284000,496000,311000,298000,268000,319000,331000,409000,437000,
or_pos: 879000,
parsing: 3326000,
aci_simp: 1139000,
equiv_pos1: 101000,
equiv_pos2: 49000,75000,175000,204000,91000,
reordering: 701000,1156000,
resolution: 406000,354000,376000,492000,476000,358000,340000,441000,643000,
forall_inst: 1250000,1716000,
__normalized_input: 42847000,25409000,24686000,24291000,22553000,11512000,11440000,8811000,3541000,2733000,2733000,2807000,2831000,
rare_rewrite_eq-symm: 604000,
rare_rewrite_bool-impl-elim: 6123000,
rare_rewrite_bool-and-de-morgan: 5815000,

