1; Draft.Scratch_smt_check_7_4968; 2026-04-10 13:45:02.644;
bind: 458000,436000,484000,446000,
cong: 141000,157000,139000,160000,410000,358000,107000,110000,109000,116000,85000,104000,
refl: 52000,54000,64000,
symm: 157000,259000,
false: 21000,
trans: 207000,375000,264000,442000,289000,365000,
equiv2: 228000,225000,
not_or: 284000,368000,
or_pos: 416000,
implies: 384000,
not_not: 229000,
parsing: 12752000,
aci_simp: 1869000,1908000,
evaluate: 335000,
subproof: 3272000,
equiv_pos2: 301000,363000,593000,182000,84000,
reordering: 2254000,
resolution: 174000,245000,253000,429000,565000,510000,560000,734000,765000,458000,452000,387000,347000,291000,319000,315000,356000,
contraction: 621000,
forall_inst: 1551000,5438000,1354000,1358000,
implies_neg1: 698000,
implies_neg2: 521000,
__local_input: 126000,
equiv_simplify: 433000,462000,
__normalized_input: 4197000,4727000,1178000,4128000,919000,1202000,
rare_rewrite_eq-symm: 144000,168000,225000,
rare_rewrite_bool-impl-elim: 12588000,12681000,

