1; Draft.Scratch_smt_check_7_23955; 2026-04-10 13:47:30.353;
bind: 371000,149000,183000,336000,225000,
cong: 162000,78000,59000,106000,199000,98000,81000,68000,57000,140000,134000,
refl: 42000,26000,51000,18000,22000,18000,
symm: 84000,
trans: 211000,229000,144000,
choice: 75000,
or_neg: 142000,203000,217000,
or_pos: 278000,
and_neg: 214000,
and_pos: 142000,
implies: 165000,
parsing: 10327000,
aci_simp: 1086000,
subproof: 1163000,
equiv_pos1: 98000,
equiv_pos2: 233000,83000,88000,174000,102000,243000,116000,
reordering: 303000,386000,397000,231000,380000,
resolution: 194000,254000,356000,326000,193000,246000,222000,188000,172000,154000,255000,328000,330000,358000,322000,321000,229000,231000,217000,343000,
sko_forall: 1061000,
contraction: 296000,268000,
forall_inst: 860000,861000,653000,929000,
implies_neg1: 216000,
implies_neg2: 220000,
__local_input: 68000,
__normalized_input: 12196000,6147000,5117000,15892000,872000,938000,902000,
rare_rewrite_bool-eq-true: 5877000,
rare_rewrite_bool-impl-elim: 6270000,6519000,
rare_rewrite_bool-and-de-morgan: 6084000,
rare_rewrite_bool-double-not-elim: 179000,

