1; Draft.Scratch_smt_check_7_19318; 2026-04-10 13:46:44.998;
bind: 482000,453000,477000,499000,
cong: 190000,185000,408000,202000,
trans: 406000,401000,
or_pos: 370000,
implies: 374000,
parsing: 17856000,
subproof: 2724000,
equiv_pos1: 104000,
equiv_pos2: 78000,322000,322000,589000,
reordering: 380000,569000,442000,
resolution: 276000,261000,266000,330000,353000,442000,515000,625000,613000,357000,496000,
contraction: 648000,
forall_inst: 1225000,1385000,
implies_neg1: 520000,
implies_neg2: 498000,
__local_input: 142000,
__normalized_input: 12330000,5573000,1036000,1104000,1014000,
rare_rewrite_eq-symm: 266000,268000,282000,
rare_rewrite_bool-impl-elim: 11563000,11231000,

