1; Draft.Scratch_smt_check_7_22136; 2026-04-10 13:51:39.885;
bind: 610000,527000,640000,456000,620000,
cong: 221000,147000,178000,96000,103000,77000,125000,164000,86000,90000,80000,119000,86000,206000,96000,189000,174000,75000,124000,257000,
refl: 103000,49000,429000,43000,61000,56000,69000,
symm: 269000,
trans: 438000,499000,355000,353000,356000,339000,276000,426000,450000,408000,381000,466000,449000,
or_pos: 857000,
implies: 702000,
parsing: 2984000,
aci_simp: 2106000,1963000,2113000,2215000,
evaluate: 434000,
onepoint: 1796000,
subproof: 3867000,
equiv_pos2: 365000,121000,89000,138000,174000,81000,264000,342000,
reordering: 1146000,
resolution: 608000,705000,752000,465000,468000,481000,491000,426000,523000,1134000,1109000,730000,615000,
contraction: 1025000,
forall_inst: 1922000,
implies_neg1: 924000,
implies_neg2: 999000,
__local_input: 580000,
__normalized_input: 63876000,20189000,9249000,1957000,676000,549000,748000,
rare_rewrite_eq-refl: 262000,
rare_rewrite_eq-symm: 284000,247000,342000,
rare_rewrite_or-not-refl: 12013000,
rare_rewrite_bool-impl-elim: 11822000,12266000,12890000,
rare_rewrite_bool-and-de-morgan: 11670000,12635000,
rare_rewrite_bool-double-not-elim: 344000,

