1; Draft.Scratch_smt_check_7_31905; 2026-04-10 13:45:24.185;
bind: 123000,629000,584000,1033000,204000,
cong: 335000,91000,171000,410000,260000,262000,351000,175000,150000,
refl: 45000,97000,81000,
trans: 441000,112000,510000,348000,385000,382000,367000,371000,343000,
equiv1: 180000,
or_pos: 673000,
implies: 275000,
parsing: 30023000,
aci_simp: 17774000,2289000,1987000,1984000,
subproof: 2236000,
equiv_pos2: 76000,68000,811000,145000,
reordering: 1111000,
resolution: 152000,209000,330000,530000,387000,285000,276000,509000,545000,308000,430000,
contraction: 391000,
forall_inst: 1951000,1388000,
implies_neg1: 357000,
implies_neg2: 361000,
__local_input: 162000,
__normalized_input: 6205000,4085000,2698000,2151000,1902000,1144000,1052000,
rare_rewrite_eq-symm: 98000,135000,297000,190000,
rare_rewrite_bool-impl-elim: 13938000,
rare_rewrite_bool-and-de-morgan: 13363000,13205000,13837000,
rare_rewrite_bool-double-not-elim: 123000,

