1; Draft.Scratch_smt_check_7_24006; 2026-04-10 13:43:45.880;
bind: 309000,275000,336000,305000,344000,
cong: 164000,163000,162000,285000,115000,198000,298000,112000,176000,319000,147000,
symm: 159000,
trans: 210000,224000,356000,276000,
equiv1: 212000,
equiv2: 194000,
implies: 213000,234000,
not_and: 290000,
not_not: 187000,
parsing: 18332000,
aci_simp: 1939000,
subproof: 2227000,5853000,
equiv_pos2: 221000,197000,218000,236000,316000,260000,252000,336000,
reordering: 389000,
resolution: 243000,401000,248000,277000,276000,234000,327000,243000,357000,380000,475000,439000,293000,404000,470000,339000,431000,483000,586000,358000,417000,
contraction: 400000,448000,
forall_inst: 1274000,1227000,1359000,
implies_neg1: 330000,438000,
implies_neg2: 293000,339000,
__local_input: 93000,99000,
equiv_simplify: 297000,2106000,
__normalized_input: 7122000,2000000,1144000,907000,1138000,
rare_rewrite_eq-refl: 99000,233000,
rare_rewrite_eq-symm: 115000,163000,182000,114000,167000,111000,194000,203000,197000,116000,215000,
rare_rewrite_bool-eq-true: 15332000,23556000,

