1; Draft.Scratch_smt_check_7_24721; 2026-04-10 13:50:19.871;
bind: 354000,506000,446000,260000,
cong: 148000,253000,196000,241000,207000,125000,118000,
refl: 54000,39000,35000,
trans: 208000,242000,401000,325000,364000,315000,320000,303000,
choice: 26000,59000,
or_neg: 163000,165000,178000,150000,
or_pos: 382000,262000,
implies: 120000,
parsing: 14620000,
aci_simp: 1096000,1331000,1151000,1077000,
subproof: 988000,
equiv_pos2: 218000,324000,126000,106000,
reordering: 594000,210000,338000,
resolution: 182000,280000,317000,350000,185000,173000,315000,372000,443000,395000,264000,293000,241000,247000,222000,
sko_forall: 1940000,
contraction: 253000,184000,
forall_inst: 856000,981000,674000,
implies_neg1: 155000,
implies_neg2: 163000,
__local_input: 46000,
__normalized_input: 4988000,1277000,867000,540000,519000,652000,
rare_rewrite_bool-impl-elim: 6518000,6282000,6130000,
rare_rewrite_bool-and-de-morgan: 6406000,6309000,6339000,
rare_rewrite_bool-double-not-elim: 121000,

