1; Draft.Scratch_smt_check_7_16788; 2026-04-10 13:45:31.684;
bind: 684000,694000,986000,958000,
cong: 228000,484000,408000,
refl: 149000,235000,262000,
symm: 83000,
trans: 460000,342000,594000,608000,883000,752000,765000,
equiv1: 569000,
or_pos: 684000,
parsing: 47007000,
aci_simp: 1185000,2174000,2551000,
equiv_pos2: 55000,450000,828000,
reordering: 1255000,
resolution: 217000,205000,279000,211000,766000,617000,
forall_inst: 1881000,
connective_def: 930000,
miniscope_split: 955000,
__normalized_input: 1266000,1924000,1103000,1284000,881000,
rare_rewrite_bool-eq-false: 16752000,
rare_rewrite_bool-impl-elim: 11738000,12628000,
rare_rewrite_bool-and-de-morgan: 11177000,

