1; Draft.Scratch_smt_check_7_19014; 2026-04-10 13:46:25.645;
bind: 244000,275000,422000,739000,445000,
cong: 79000,55000,174000,144000,231000,310000,229000,
refl: 20000,102000,30000,86000,119000,
symm: 69000,112000,207000,
trans: 210000,233000,203000,209000,154000,175000,183000,189000,358000,298000,322000,370000,
equiv1: 183000,
or_pos: 552000,
parsing: 14276000,
aci_simp: 1073000,1002000,1047000,1236000,
equiv_pos2: 47000,31000,139000,587000,
reordering: 879000,
resolution: 220000,195000,203000,262000,224000,386000,365000,
forall_inst: 1594000,
qnt_rm_unused: 275000,597000,
connective_def: 548000,
miniscope_split: 340000,
__normalized_input: 3146000,1443000,979000,816000,971000,776000,
rare_rewrite_bool-eq-false: 6471000,
rare_rewrite_bool-impl-elim: 6269000,21998000,
rare_rewrite_bool-and-de-morgan: 6097000,5940000,11353000,

