1; Draft.Scratch_smt_check_7_18196; 2026-04-10 13:49:39.462;
bind: 231000,281000,
cong: 144000,78000,99000,57000,78000,97000,64000,36000,50000,66000,58000,113000,
refl: 37000,19000,36000,
symm: 84000,
trans: 163000,146000,
or_pos: 266000,
implies: 226000,
parsing: 3632000,
subproof: 1177000,
equiv_pos2: 132000,82000,97000,132000,
reordering: 367000,
resolution: 210000,301000,255000,248000,261000,380000,397000,248000,296000,
contraction: 343000,
forall_inst: 896000,
implies_neg1: 334000,
implies_neg2: 346000,
__local_input: 263000,
__normalized_input: 34285000,1120000,1253000,1255000,1323000,
rare_rewrite_bool-impl-elim: 6534000,6340000,
rare_rewrite_bool-double-not-elim: 128000,133000,

