1; Draft.Scratch_smt_check_7_10330; 2026-04-10 13:50:29.307;
bind: 438000,544000,499000,583000,
cong: 163000,84000,75000,76000,132000,202000,195000,105000,66000,86000,97000,111000,109000,103000,85000,59000,56000,67000,60000,143000,177000,103000,100000,79000,96000,209000,176000,
refl: 89000,72000,
symm: 207000,
trans: 2784000,375000,360000,329000,195000,216000,445000,342000,393000,268000,
or_pos: 594000,
implies: 430000,
parsing: 17696000,
aci_simp: 3344000,2091000,
subproof: 2804000,
equiv_pos2: 374000,69000,118000,118000,71000,338000,
reordering: 632000,
resolution: 393000,444000,455000,330000,402000,385000,376000,659000,763000,489000,599000,
contraction: 706000,
forall_inst: 2057000,
implies_neg1: 680000,
implies_neg2: 601000,
__local_input: 551000,
__normalized_input: 4427000,44982000,3715000,1904000,1642000,1343000,1704000,1279000,1851000,
rare_rewrite_eq-symm: 249000,
rare_rewrite_bool-impl-elim: 16120000,18329000,
rare_rewrite_bool-and-de-morgan: 15777000,15215000,
rare_rewrite_bool-double-not-elim: 356000,261000,265000,

