1; Draft.Scratch_smt_check_7_9905; 2026-04-10 13:42:53.898;
bind: 313000,285000,275000,1878000,266000,
cong: 123000,222000,226000,103000,98000,107000,220000,198000,184000,188000,198000,
refl: 27000,31000,65000,137000,66000,
symm: 124000,
trans: 300000,329000,278000,250000,221000,243000,235000,233000,203000,
equiv1: 289000,
parsing: 17590000,
aci_simp: 1929000,1813000,1863000,
equiv_pos2: 85000,113000,225000,392000,217000,
reordering: 665000,
resolution: 268000,285000,272000,402000,337000,414000,452000,
forall_inst: 1516000,
connective_def: 418000,
miniscope_split: 432000,
__normalized_input: 1418000,1524000,3405000,2334000,856000,
rare_rewrite_bool-eq-false: 11586000,
rare_rewrite_bool-impl-elim: 17417000,
rare_rewrite_bool-and-de-morgan: 11888000,23438000,
rare_rewrite_bool-double-not-elim: 159000,188000,

