1; Draft.Scratch_smt_check_7_18065; 2026-04-10 13:44:00.964;
bind: 405000,402000,439000,401000,414000,
cong: 252000,226000,244000,275000,230000,258000,252000,
refl: 35000,33000,
trans: 366000,400000,333000,365000,343000,403000,382000,413000,367000,364000,370000,359000,329000,
parsing: 17722000,
aci_simp: 1847000,1917000,2051000,2248000,1943000,1905000,
poly_simp: 3359000,3280000,
equiv_pos2: 311000,318000,
resolution: 211000,437000,347000,493000,
poly_simp_rel: 1751000,1753000,
connective_def: 524000,
miniscope_split: 770000,
__normalized_input: 1188000,1074000,792000,
rare_rewrite_bool-impl-elim: 11990000,
rare_rewrite_bool-and-de-morgan: 11597000,11866000,12122000,12011000,

