rule,count,total,mean,min,first_quartile,median,third_quartile,max
__normalized_input,17362,132496802000,7631425.066236609,600000,1242250,3496000,10380750,40046000
rare_rewrite_bool-and-de-morgan,7850,59631302000,7596344.203821656,5690000,6267000,6765000,7758250,13210000
rare_rewrite_bool-impl-elim,7480,58920534000,7877076.737967915,5851000,6362000,6824500,8069750,13464000
resolution,105587,44375072000,420270.2226599865,215000,288000,369000,503000,1101000
parsing,2644,30520872000,11543446.293494705,160000,1632750,4381500,14017250,89758000
poly_simp,10656,27515629000,2582172.3911411413,1615000,1904000,2361500,3052000,5578000
trans,64175,22083620000,344115.6213478769,152000,228000,300000,422000,833000
rare_rewrite_arith-elim-lt,2499,18683694000,7476468.18727491,5654000,6143000,6581000,7561500,13494000
forall_inst,16391,17162383000,1047061.3751448966,723000,840000,940000,1165000,1855000
cong,100709,15221244000,151140.85136383044,54000,86000,125000,190000,471000
aci_simp,10609,15013355000,1415152.7005372797,982000,1118000,1251000,1607000,2513000
subproof,8735,14387149000,1647069.1471093302,1101000,1242000,1433000,1953000,3323000
rare_rewrite_arith-elim-leq,1851,13203572000,7133210.156672069,5617000,6087000,6486000,7120500,12662000
bind,30572,12003733000,392638.13293209474,204000,276000,347000,476000,862000
reordering,16622,10099948000,607625.3158464686,243000,346000,473000,706000,2642000
contraction,15009,9195902000,612692.5178226398,243000,361000,490000,738000,2145000
rare_rewrite_bool-impl-false1,1163,8792599000,7560274.290627687,5596000,6318000,6829000,7874500,13385000
rare_rewrite_or-not-refl,1140,8613013000,7555274.561403509,5856000,6511500,6898500,7695250,13531000
and_pos,14118,8425398000,596784.105397365,167000,275000,435000,736000,3020000
poly_simp_rel,6031,7596813000,1259627.4249709833,983000,1059000,1139000,1297000,2242000
equiv_pos2,34307,7237679000,210967.99486985162,46000,113000,172000,276000,682000
rare_rewrite_bool-eq-false,792,6523869000,8237208.333333333,5726000,6285000,6901500,11131750,14122000
la_generic,429,5108276000,11907403.263403263,5323000,7399000,10752000,14964000,28106000
implies_neg1,8756,4728370000,540014.8469620831,211000,323000,439000,657250,1758000
or_neg,11122,4445657000,399717.40694119764,195000,260000,344000,481000,1084000
implies_neg2,8758,4398097000,502180.5206668189,195000,308000,419000,618000,1490000
rare_rewrite_eq-symm,18491,4132508000,223487.53447623167,121000,161000,197000,267000,480000
