1; Draft.Scratch_smt_check_7_30734; 2026-04-10 13:43:17.551;
bind: 243000,283000,272000,304000,262000,
cong: 197000,255000,179000,258000,86000,
refl: 115000,101000,102000,116000,
symm: 112000,
trans: 211000,270000,219000,216000,194000,296000,258000,268000,138000,
equiv1: 180000,
or_pos: 363000,
parsing: 14193000,
aci_simp: 1742000,1661000,
not_symm: 85000,
equiv_pos2: 54000,167000,298000,
reordering: 455000,
resolution: 332000,268000,333000,306000,363000,390000,
forall_inst: 1310000,
miniscope_split: 432000,
__normalized_input: 3019000,784000,863000,836000,
rare_rewrite_eq-symm: 108000,
rare_rewrite_bool-eq-false: 11499000,
rare_rewrite_bool-impl-elim: 11247000,
rare_rewrite_bool-impl-false1: 11118000,17364000,19198000,
rare_rewrite_bool-and-de-morgan: 11442000,
rare_rewrite_bool-double-not-elim: 136000,

