1; Draft.Scratch_smt_check_7_1082; 2026-04-10 13:44:11.199;
bind: 299000,372000,638000,403000,
cong: 140000,232000,277000,352000,301000,190000,164000,
refl: 46000,32000,49000,
trans: 156000,172000,324000,250000,265000,247000,441000,428000,
choice: 37000,75000,
or_neg: 130000,230000,308000,212000,
or_pos: 620000,366000,
implies: 163000,
parsing: 22022000,
aci_simp: 1056000,1154000,11379000,3607000,
subproof: 4665000,
equiv_pos2: 207000,566000,232000,177000,
reordering: 1034000,345000,505000,
resolution: 141000,224000,269000,289000,151000,142000,256000,320000,383000,355000,366000,453000,325000,378000,276000,
sko_forall: 3290000,
contraction: 356000,274000,
forall_inst: 763000,1582000,1152000,
implies_neg1: 211000,
implies_neg2: 166000,
__local_input: 51000,
__normalized_input: 16642000,2034000,1826000,750000,696000,869000,
rare_rewrite_bool-impl-elim: 6909000,11860000,15686000,
rare_rewrite_bool-and-de-morgan: 6558000,11096000,11337000,
rare_rewrite_bool-double-not-elim: 189000,

