1; Draft.Scratch_smt_check_7_2000; 2026-04-10 13:42:50.230;
bind: 298000,346000,294000,272000,264000,
cong: 175000,214000,119000,132000,196000,185000,131000,
refl: 44000,32000,
trans: 292000,257000,241000,249000,253000,268000,225000,246000,
parsing: 3178000,
aci_simp: 1853000,1836000,
and_intro: 183000,
equiv_pos2: 248000,206000,
resolution: 193000,505000,262000,440000,
miniscope_split: 484000,
__normalized_input: 997000,1192000,965000,811000,
rare_rewrite_eq-symm: 175000,156000,
rare_rewrite_bool-impl-elim: 11628000,
rare_rewrite_bool-impl-false1: 11455000,11848000,
rare_rewrite_bool-and-de-morgan: 11764000,11660000,

