1; Draft.Scratch_smt_check_7_23948; 2026-04-10 13:41:38.262;
bind: 226000,241000,240000,256000,384000,
cong: 147000,102000,91000,131000,77000,95000,78000,175000,191000,117000,87000,120000,178000,158000,170000,213000,367000,215000,
refl: 79000,34000,40000,77000,
symm: 113000,
trans: 147000,166000,227000,188000,251000,235000,241000,275000,283000,
choice: 62000,
equiv1: 175000,
equiv2: 169000,
or_neg: 245000,241000,202000,209000,223000,171000,
or_pos: 355000,
implies: 322000,
not_not: 159000,
parsing: 7819000,
aci_simp: 1075000,1890000,
subproof: 2702000,
equiv_pos2: 317000,102000,197000,195000,178000,199000,320000,469000,
reordering: 276000,266000,496000,
resolution: 255000,271000,401000,255000,218000,331000,294000,261000,384000,458000,208000,463000,392000,346000,416000,434000,576000,680000,419000,442000,
sko_forall: 1800000,
contraction: 344000,290000,526000,
forall_inst: 1332000,
implies_neg1: 425000,
implies_neg2: 410000,
__local_input: 81000,
equiv_simplify: 309000,324000,
__normalized_input: 1155000,966000,860000,675000,774000,
rare_rewrite_eq-symm: 166000,169000,
rare_rewrite_bool-impl-elim: 11412000,11490000,
rare_rewrite_bool-impl-false1: 10966000,10994000,
rare_rewrite_bool-and-de-morgan: 22305000,10748000,11407000,
rare_rewrite_bool-double-not-elim: 154000,177000,

