1; Draft.Scratch_smt_check_7_18151; 2026-04-10 13:49:06.088;
bind: 265000,239000,257000,239000,
cong: 115000,81000,58000,92000,83000,77000,101000,51000,54000,114000,82000,58000,79000,51000,56000,
refl: 24000,23000,21000,33000,23000,20000,
symm: 85000,97000,
trans: 230000,103000,233000,113000,
or_pos: 246000,
implies: 243000,
parsing: 5733000,
subproof: 1493000,
equiv_pos2: 158000,55000,82000,153000,
reordering: 326000,
resolution: 257000,272000,267000,192000,236000,403000,411000,252000,291000,
contraction: 358000,
forall_inst: 802000,
implies_neg1: 367000,
implies_neg2: 337000,
__local_input: 91000,
__normalized_input: 15409000,2032000,1527000,899000,1009000,
rare_rewrite_bool-impl-elim: 6014000,6109000,

