1; Draft.Scratch_smt_check_7_1607; 2026-04-10 13:45:05.080;
bind: 635000,512000,569000,601000,558000,
cong: 386000,341000,443000,366000,317000,
refl: 40000,31000,
trans: 505000,549000,413000,507000,554000,569000,510000,535000,449000,
parsing: 19116000,
aci_simp: 2289000,2220000,
poly_simp: 3339000,3291000,
equiv_pos2: 422000,462000,
resolution: 218000,560000,381000,591000,
poly_simp_rel: 2028000,2211000,
connective_def: 698000,
miniscope_split: 838000,
__normalized_input: 1378000,1336000,893000,
rare_rewrite_arith-elim-leq: 11555000,24490000,
rare_rewrite_bool-impl-elim: 19587000,
rare_rewrite_bool-and-de-morgan: 11776000,11758000,

