1; Draft.Scratch_smt_check_7_2574; 2026-04-10 13:43:18.440;
bind: 361000,359000,382000,387000,
cong: 313000,232000,204000,235000,240000,198000,
refl: 174000,43000,154000,160000,157000,184000,
symm: 104000,329000,
trans: 341000,360000,394000,348000,333000,281000,267000,249000,258000,359000,317000,312000,312000,296000,261000,
equiv1: 292000,
parsing: 29984000,
aci_simp: 2031000,2013000,1999000,1776000,1759000,
equiv_pos2: 57000,301000,428000,217000,
reordering: 628000,
resolution: 273000,314000,387000,294000,336000,425000,
forall_inst: 1462000,
qnt_rm_unused: 496000,1422000,
connective_def: 508000,
miniscope_split: 592000,
__normalized_input: 1123000,699000,974000,813000,
rare_rewrite_bool-eq-false: 11127000,
rare_rewrite_bool-impl-elim: 11646000,
rare_rewrite_bool-and-de-morgan: 11526000,11495000,21819000,22281000,

