1; Draft.Scratch_smt_check_7_9380; 2026-04-10 13:51:30.266;
bind: 608000,904000,1017000,618000,976000,
cong: 369000,354000,365000,407000,186000,243000,176000,169000,106000,330000,411000,347000,396000,214000,265000,198000,171000,88000,407000,
refl: 89000,157000,96000,
trans: 783000,812000,914000,908000,
equiv1: 568000,
not_or: 712000,807000,
or_pos: 778000,
not_not: 496000,
parsing: 6428000,
equiv_pos2: 438000,550000,
reordering: 1117000,
resolution: 525000,648000,548000,1012000,632000,842000,
forall_inst: 2201000,
connective_def: 720000,802000,
__normalized_input: 29746000,2107000,2087000,
rare_rewrite_eq-symm: 561000,461000,475000,463000,

