1; Draft.Scratch_smt_check_7_14539; 2026-04-10 13:48:54.207;
bind: 138000,164000,160000,144000,314000,
cong: 50000,56000,79000,90000,51000,83000,43000,56000,81000,85000,57000,64000,85000,50000,196000,172000,118000,
refl: 27000,19000,26000,27000,47000,207000,
symm: 73000,128000,
false: 11000,
trans: 111000,157000,155000,128000,142000,118000,277000,238000,254000,175000,183000,
equiv2: 131000,354000,
or_neg: 185000,181000,212000,
or_pos: 516000,
not_not: 125000,
parsing: 8783000,
aci_simp: 1140000,964000,
evaluate: 347000,
equiv_pos1: 53000,
equiv_pos2: 101000,97000,61000,179000,383000,55000,
reordering: 254000,780000,
resolution: 106000,147000,154000,164000,198000,197000,178000,187000,222000,214000,397000,419000,165000,280000,367000,347000,
contraction: 346000,
forall_inst: 661000,761000,1485000,
equiv_simplify: 200000,434000,
__normalized_input: 8349000,6218000,4172000,1199000,1047000,954000,986000,1483000,
rare_rewrite_eq-symm: 136000,85000,122000,110000,81000,
rare_rewrite_bool-impl-elim: 12345000,
rare_rewrite_bool-and-de-morgan: 21553000,11736000,
rare_rewrite_bool-double-not-elim: 118000,

