1; Draft.Scratch_smt_check_7_28415; 2026-04-10 13:43:39.826;
bind: 273000,234000,275000,250000,
cong: 197000,123000,
refl: 103000,94000,105000,96000,
symm: 220000,211000,
trans: 216000,227000,220000,228000,
or_pos: 349000,
implies: 302000,
parsing: 7562000,
not_symm: 136000,
subproof: 2570000,
equiv_pos2: 170000,201000,
reordering: 503000,
resolution: 317000,393000,402000,526000,595000,343000,356000,
contraction: 419000,
forall_inst: 1232000,
implies_neg1: 411000,
implies_neg2: 424000,
__local_input: 65000,
__normalized_input: 1105000,1016000,1032000,
rare_rewrite_eq-symm: 119000,127000,
rare_rewrite_bool-impl-elim: 11278000,11576000,

