1; Draft.Scratch_smt_check_7_12928; 2026-04-10 13:47:03.861;
bind: 285000,301000,353000,346000,543000,
cong: 163000,201000,251000,141000,76000,76000,391000,71000,62000,70000,103000,56000,59000,175000,158000,150000,305000,248000,87000,128000,141000,127000,296000,165000,155000,176000,83000,70000,98000,123000,
refl: 60000,64000,26000,25000,41000,33000,76000,42000,62000,35000,
trans: 172000,194000,185000,196000,304000,279000,229000,252000,170000,177000,205000,333000,222000,305000,
equiv1: 235000,
equiv2: 225000,
or_neg: 310000,292000,361000,
or_pos: 183000,562000,514000,
and_pos: 127000,199000,175000,
implies: 210000,
parsing: 19618000,
aci_simp: 1087000,1113000,1190000,1255000,1961000,
subproof: 4328000,
equiv_pos2: 203000,206000,315000,447000,162000,116000,300000,208000,185000,133000,127000,
reordering: 197000,169000,852000,404000,555000,288000,599000,294000,556000,
resolution: 171000,161000,157000,242000,270000,307000,331000,401000,495000,272000,305000,238000,185000,290000,341000,347000,420000,728000,686000,222000,337000,350000,255000,260000,403000,382000,381000,
contraction: 352000,606000,
forall_inst: 886000,1742000,1439000,1493000,
implies_neg1: 306000,
implies_neg2: 293000,
__local_input: 96000,
equiv_simplify: 373000,396000,
__normalized_input: 7045000,6087000,2421000,2030000,1020000,971000,924000,869000,1069000,
rare_rewrite_eq-symm: 88000,136000,249000,
rare_rewrite_bool-impl-elim: 6739000,6762000,12964000,
rare_rewrite_bool-and-de-morgan: 6113000,6092000,26393000,12684000,
rare_rewrite_bool-double-not-elim: 88000,151000,

