1; Draft.Scratch_smt_check_7_16745; 2026-04-10 13:51:19.168;
bind: 494000,482000,274000,312000,
cong: 142000,146000,215000,94000,137000,
refl: 43000,69000,50000,549000,44000,
symm: 286000,236000,267000,
trans: 349000,420000,474000,418000,293000,488000,467000,554000,241000,203000,217000,
equiv1: 193000,
equiv2: 347000,
or_pos: 270000,
implies: 201000,
not_not: 347000,
parsing: 2207000,
aci_simp: 2184000,1144000,1149000,
evaluate: 470000,
onepoint: 2373000,
qnt_join: 283000,
subproof: 1218000,
equiv_pos2: 128000,
reordering: 272000,
resolution: 439000,422000,411000,630000,437000,643000,550000,326000,417000,323000,
contraction: 289000,
forall_inst: 988000,945000,
implies_neg1: 248000,
implies_neg2: 260000,
__local_input: 150000,
qnt_rm_unused: 330000,942000,
equiv_simplify: 593000,283000,
__normalized_input: 4489000,967000,837000,1051000,
rare_rewrite_eq-refl: 301000,
rare_rewrite_or-not-refl: 8119000,
rare_rewrite_bool-impl-elim: 7902000,
rare_rewrite_bool-and-de-morgan: 6906000,

