1; Draft.Scratch_smt_check_7_24904; 2026-04-10 13:48:49.118;
bind: 390000,473000,397000,438000,
cong: 94000,82000,82000,268000,191000,180000,161000,133000,100000,83000,65000,
refl: 26000,29000,30000,
trans: 300000,471000,
or_pos: 457000,
implies: 511000,
parsing: 9400000,
subproof: 2339000,
equiv_pos2: 268000,259000,144000,486000,
reordering: 830000,
resolution: 261000,342000,381000,325000,331000,681000,697000,357000,363000,
contraction: 739000,
forall_inst: 2315000,
implies_neg1: 1173000,
implies_neg2: 791000,
__local_input: 332000,
__normalized_input: 9799000,6905000,1669000,1320000,
rare_rewrite_bool-impl-elim: 7191000,29535000,

