1; Draft.Scratch_smt_check_7_23490; 2026-04-10 13:48:49.693;
bind: 289000,217000,259000,227000,
cong: 73000,84000,60000,74000,87000,67000,38000,61000,90000,80000,
refl: 81000,69000,19000,79000,68000,
symm: 199000,99000,191000,
trans: 193000,199000,199000,184000,198000,
or_pos: 270000,
implies: 242000,
parsing: 3863000,
subproof: 1529000,
equiv_pos2: 140000,58000,80000,127000,
reordering: 361000,
resolution: 240000,300000,266000,238000,314000,375000,411000,258000,295000,
contraction: 353000,
forall_inst: 831000,
implies_neg1: 340000,
implies_neg2: 333000,
__local_input: 120000,
__normalized_input: 6539000,19637000,7527000,6279000,6425000,
rare_rewrite_eq-symm: 132000,167000,134000,
rare_rewrite_bool-impl-elim: 6235000,6002000,

