1; Draft.Scratch_smt_check_7_1333; 2026-04-10 13:48:49.364;
bind: 371000,677000,668000,701000,290000,
cong: 89000,151000,169000,253000,48000,78000,347000,268000,146000,129000,146000,
refl: 16000,99000,77000,80000,22000,80000,76000,
trans: 287000,315000,523000,521000,427000,463000,275000,252000,
equiv1: 299000,
or_pos: 572000,
parsing: 45461000,
aci_simp: 1552000,
equiv_pos2: 35000,165000,442000,
reordering: 1009000,
resolution: 316000,208000,222000,335000,539000,522000,
forall_inst: 1471000,
connective_def: 377000,334000,
__normalized_input: 7733000,3218000,838000,594000,1275000,
rare_rewrite_bool-impl-elim: 7994000,
rare_rewrite_bool-and-de-morgan: 7266000,7446000,7783000,
rare_rewrite_bool-double-not-elim: 291000,237000,

