1; Draft.Scratch_smt_check_7_4980; 2026-04-10 13:48:55.204;
bind: 343000,334000,352000,348000,
cong: 125000,143000,91000,154000,79000,124000,156000,106000,
refl: 43000,43000,
symm: 156000,172000,
trans: 373000,303000,
or_pos: 391000,
implies: 304000,
parsing: 3237000,
subproof: 2608000,
equiv_pos2: 195000,88000,191000,
reordering: 430000,
resolution: 393000,408000,366000,409000,533000,642000,391000,433000,
contraction: 499000,
forall_inst: 1271000,
implies_neg1: 399000,
implies_neg2: 518000,
__local_input: 181000,
__normalized_input: 2242000,2389000,1030000,862000,1005000,
rare_rewrite_bool-impl-elim: 11588000,11703000,

