1; Draft.Scratch_smt_check_7_613; 2026-04-10 13:51:06.137;
bind: 206000,165000,213000,167000,
cong: 101000,100000,75000,108000,69000,73000,78000,72000,
symm: 139000,174000,146000,
trans: 252000,204000,202000,
implies: 236000,
parsing: 1106000,
subproof: 1252000,
equiv_pos2: 123000,92000,97000,
reordering: 351000,
resolution: 218000,300000,282000,376000,396000,243000,315000,
contraction: 341000,
forall_inst: 839000,
implies_neg1: 323000,
implies_neg2: 340000,
__local_input: 194000,
__normalized_input: 1646000,1261000,1346000,
rare_rewrite_eq-symm: 212000,140000,150000,

