1; Draft.Scratch_smt_check_7_24103; 2026-04-10 13:42:53.316;
bind: 352000,365000,466000,410000,292000,
cong: 249000,231000,252000,213000,200000,166000,
refl: 156000,31000,137000,135000,141000,
symm: 112000,
trans: 312000,371000,344000,322000,355000,273000,333000,295000,297000,373000,253000,291000,254000,280000,
equiv1: 298000,
or_pos: 468000,
parsing: 26846000,
aci_simp: 1971000,1992000,1956000,1865000,1805000,
equiv_pos2: 53000,241000,372000,
reordering: 646000,
resolution: 287000,271000,450000,318000,420000,466000,
forall_inst: 4150000,
connective_def: 467000,
miniscope_split: 523000,
__normalized_input: 1086000,4890000,1018000,869000,
rare_rewrite_bool-eq-false: 11509000,
rare_rewrite_bool-impl-elim: 11765000,12100000,
rare_rewrite_bool-and-de-morgan: 11719000,11961000,11796000,19478000,

