1; Draft.Scratch_smt_check_7_9438; 2026-04-10 13:44:09.457;
bind: 593000,537000,544000,521000,
cong: 124000,119000,130000,79000,74000,199000,201000,106000,88000,111000,128000,86000,111000,219000,194000,111000,198000,191000,104000,86000,104000,124000,86000,77000,335000,196000,115000,514000,333000,
refl: 83000,63000,137000,
trans: 637000,499000,
and_pos: 288000,
implies: 502000,
parsing: 17393000,
subproof: 2448000,
equiv_pos2: 138000,410000,406000,754000,188000,
reordering: 447000,749000,
resolution: 318000,305000,383000,348000,480000,610000,749000,669000,329000,464000,
contraction: 799000,
forall_inst: 1537000,
implies_neg1: 683000,
implies_neg2: 675000,
__local_input: 189000,
__normalized_input: 3129000,3062000,1870000,1131000,1132000,
rare_rewrite_eq-symm: 162000,173000,172000,160000,271000,

