1; Draft.Scratch_smt_check_7_19351; 2026-04-10 13:51:10.041;
bind: 688000,713000,669000,622000,337000,
cong: 146000,232000,83000,197000,
refl: 38000,50000,
symm: 323000,167000,
trans: 337000,171000,
equiv1: 365000,165000,
equiv2: 391000,164000,
or_neg: 514000,460000,470000,
or_pos: 508000,512000,575000,616000,250000,
and_neg: 454000,264000,
and_pos: 420000,428000,415000,433000,411000,414000,410000,279000,
implies: 411000,459000,391000,405000,400000,
not_not: 163000,
parsing: 3359000,
subproof: 2492000,2430000,2258000,1205000,
and_intro: 399000,461000,
equiv_pos1: 105000,
equiv_pos2: 348000,341000,328000,245000,99000,317000,163000,178000,
not_equiv1: 330000,
not_equiv2: 356000,
reordering: 619000,577000,620000,797000,623000,815000,555000,491000,584000,554000,839000,544000,844000,273000,
resolution: 548000,469000,517000,700000,488000,646000,650000,888000,633000,637000,970000,484000,488000,547000,720000,678000,702000,847000,445000,467000,514000,618000,700000,434000,552000,819000,949000,743000,616000,630000,989000,427000,436000,499000,607000,591000,608000,891000,216000,194000,250000,226000,262000,411000,
contraction: 560000,752000,580000,649000,761000,633000,601000,546000,591000,
forall_inst: 1532000,1615000,1582000,1608000,847000,
implies_neg1: 548000,523000,252000,268000,
implies_neg2: 499000,483000,500000,497000,
__local_input: 77000,109000,106000,284000,48000,65000,49000,232000,
equiv_simplify: 601000,512000,250000,250000,
__normalized_input: 6314000,1430000,1513000,577000,835000,
rare_rewrite_eq-symm: 540000,
rare_rewrite_bool-impl-elim: 13060000,13350000,14340000,12347000,6702000,
rare_rewrite_bool-double-not-elim: 179000,

