1; Draft.Scratch_smt_check_7_10052; 2026-04-10 13:48:25.939;
bind: 308000,275000,135000,183000,212000,
cong: 108000,125000,219000,174000,180000,108000,134000,92000,88000,67000,118000,67000,138000,115000,
refl: 53000,
symm: 86000,76000,157000,
trans: 157000,172000,234000,221000,243000,173000,135000,106000,111000,97000,90000,109000,126000,78000,81000,95000,219000,158000,167000,216000,
or_pos: 690000,
parsing: 8492000,
aci_simp: 1203000,
poly_simp: 1887000,1951000,2003000,1913000,2440000,2420000,3364000,4052000,
equiv_pos2: 99000,196000,66000,72000,195000,122000,125000,
reordering: 261000,475000,898000,
resolution: 264000,280000,323000,334000,220000,228000,154000,237000,198000,202000,286000,268000,406000,
forall_inst: 819000,898000,693000,1363000,1238000,
poly_simp_rel: 1071000,1024000,1045000,1032000,931000,1049000,1994000,1798000,
__normalized_input: 5105000,1600000,850000,870000,1059000,
rare_rewrite_eq-symm: 161000,
rare_rewrite_arith-elim-lt: 6328000,6631000,5891000,6020000,6193000,11298000,11620000,11760000,
rare_rewrite_bool-impl-elim: 6656000,
rare_rewrite_arith-geq-tighten: 6141000,28031000,11389000,
rare_rewrite_bool-and-de-morgan: 6460000,
rare_rewrite_bool-double-not-elim: 168000,127000,132000,96000,97000,183000,

