1; Draft.Scratch_smt_check_7_9917; 2026-04-10 13:50:30.336;
bind: 276000,205000,226000,278000,209000,
cong: 91000,58000,161000,102000,75000,95000,74000,129000,133000,128000,130000,144000,
refl: 23000,44000,90000,42000,
symm: 114000,
trans: 266000,267000,175000,181000,167000,192000,176000,187000,184000,
equiv1: 248000,
parsing: 7591000,
aci_simp: 1248000,1110000,1102000,
equiv_pos2: 65000,35000,135000,201000,147000,
reordering: 527000,
resolution: 214000,241000,229000,300000,259000,281000,346000,
forall_inst: 919000,
connective_def: 276000,
miniscope_split: 292000,
__normalized_input: 846000,877000,859000,478000,702000,581000,
rare_rewrite_bool-eq-false: 6613000,
rare_rewrite_bool-impl-elim: 7118000,
rare_rewrite_bool-and-de-morgan: 7186000,7361000,
rare_rewrite_bool-double-not-elim: 153000,139000,

