1; Draft.Scratch_smt_check_7_10440; 2026-04-10 13:44:08.873;
bind: 300000,247000,327000,293000,
cong: 124000,124000,
trans: 279000,278000,
or_pos: 317000,
implies: 281000,
parsing: 6375000,
not_symm: 109000,
subproof: 6140000,
equiv_pos2: 178000,205000,
reordering: 343000,
resolution: 327000,365000,337000,446000,488000,327000,370000,
contraction: 515000,
forall_inst: 1203000,
implies_neg1: 330000,
implies_neg2: 325000,
__local_input: 56000,
__normalized_input: 1080000,806000,949000,
rare_rewrite_eq-symm: 156000,153000,
rare_rewrite_bool-impl-elim: 24920000,19454000,

