1; Draft.Scratch_smt_check_7_20895; 2026-04-10 13:50:29.557;
bind: 294000,300000,253000,323000,278000,
cong: 122000,64000,134000,161000,157000,65000,48000,153000,196000,112000,107000,155000,93000,
refl: 31000,30000,369000,46000,38000,36000,
symm: 242000,291000,
trans: 228000,243000,194000,119000,262000,221000,237000,254000,165000,190000,325000,
or_pos: 385000,470000,
implies: 209000,
parsing: 11266000,
aci_simp: 970000,1038000,1049000,
evaluate: 208000,
onepoint: 1251000,
qnt_join: 286000,
subproof: 1063000,
poly_simp: 1886000,
equiv_pos1: 129000,134000,
equiv_pos2: 176000,151000,171000,
reordering: 605000,514000,555000,479000,
resolution: 174000,317000,284000,266000,287000,281000,400000,315000,340000,358000,314000,359000,354000,381000,297000,
contraction: 281000,
forall_inst: 865000,915000,1003000,981000,757000,
implies_neg1: 296000,
implies_neg2: 281000,
__local_input: 101000,
qnt_rm_unused: 395000,1275000,
__normalized_input: 8451000,8097000,3999000,17891000,4284000,4412000,1233000,
rare_rewrite_eq-refl: 112000,
rare_rewrite_or-not-refl: 6384000,
rare_rewrite_bool-impl-elim: 6012000,6117000,
rare_rewrite_bool-and-de-morgan: 5811000,

