1; Draft.Scratch_smt_check_7_8179; 2026-04-10 13:48:00.420;
bind: 279000,300000,293000,500000,474000,
cong: 126000,121000,284000,185000,446000,228000,104000,199000,
refl: 43000,21000,56000,
symm: 131000,
trans: 129000,152000,124000,364000,141000,233000,260000,
equiv1: 260000,
equiv2: 127000,
or_pos: 480000,401000,586000,
implies: 247000,180000,527000,
not_not: 131000,
parsing: 23564000,
aci_simp: 1073000,1963000,1843000,
evaluate: 307000,
subproof: 1542000,1463000,3119000,
equiv_pos1: 73000,
equiv_pos2: 216000,361000,174000,359000,577000,336000,90000,126000,376000,
reordering: 300000,754000,364000,601000,516000,939000,
resolution: 267000,291000,300000,166000,156000,194000,197000,207000,195000,240000,347000,464000,448000,281000,167000,292000,296000,375000,433000,226000,298000,350000,385000,435000,357000,322000,293000,333000,815000,920000,528000,448000,
contraction: 391000,322000,803000,
forall_inst: 752000,872000,1548000,1394000,1266000,1400000,1610000,
implies_neg1: 329000,579000,709000,
implies_neg2: 368000,289000,807000,
__local_input: 68000,218000,243000,
equiv_simplify: 218000,379000,
__normalized_input: 2666000,2217000,2234000,6230000,854000,725000,985000,
rare_rewrite_eq-refl: 143000,
rare_rewrite_eq-symm: 174000,295000,
rare_rewrite_bool-impl-elim: 6517000,6122000,20716000,11440000,11674000,
rare_rewrite_bool-and-de-morgan: 5838000,11376000,

