1; Draft.Scratch_smt_check_7_892; 2026-04-10 13:47:14.682;
bind: 412000,326000,745000,356000,
cong: 159000,248000,126000,172000,
symm: 357000,
trans: 389000,395000,606000,
or_pos: 357000,369000,518000,469000,
and_neg: 664000,
and_pos: 576000,528000,526000,499000,
implies: 549000,
parsing: 5879000,
subproof: 2718000,
equiv_pos2: 225000,360000,
reordering: 470000,495000,925000,2307000,641000,515000,
resolution: 619000,524000,801000,391000,425000,327000,386000,452000,1022000,836000,701000,2100000,522000,1031000,731000,411000,576000,731000,393000,
contraction: 826000,1052000,
forall_inst: 2216000,42184000,1393000,1272000,2416000,2496000,1810000,1484000,
implies_neg1: 923000,
implies_neg2: 666000,
__local_input: 78000,56000,55000,81000,
__normalized_input: 1589000,1428000,1008000,977000,1085000,
rare_rewrite_eq-symm: 228000,294000,
rare_rewrite_bool-impl-elim: 12482000,15958000,

