1; Draft.Scratch_smt_check_7_24530; 2026-04-10 13:44:56.583;
bind: 213000,218000,309000,303000,311000,
cong: 323000,127000,200000,562000,313000,209000,151000,162000,220000,214000,
ite2: 303000,
refl: 21000,83000,109000,
true: 44000,
trans: 328000,557000,
equiv1: 555000,
equiv2: 468000,
or_pos: 201000,317000,333000,
and_neg: 788000,
and_pos: 888000,1098000,922000,1090000,
implies: 308000,1103000,1062000,246000,
parsing: 28466000,
subproof: 1731000,3051000,2856000,2410000,
and_intro: 784000,
equiv_pos2: 115000,571000,555000,145000,174000,178000,432000,295000,192000,
reordering: 419000,254000,457000,15423000,2202000,2222000,366000,
resolution: 193000,245000,190000,489000,488000,439000,390000,202000,248000,268000,305000,363000,457000,454000,264000,297000,278000,354000,1027000,1321000,1129000,1407000,488000,1352000,1111000,1490000,439000,496000,318000,425000,
contraction: 438000,1525000,1460000,1642000,1594000,404000,
forall_inst: 756000,886000,1254000,
implies_neg1: 396000,1735000,1744000,373000,
implies_neg2: 499000,1415000,1469000,337000,
__local_input: 59000,81000,183000,86000,177000,72000,
equiv_simplify: 685000,
__normalized_input: 4289000,4235000,3583000,981000,1682000,
rare_rewrite_ite-eq: 7443000,
rare_rewrite_eq-refl: 291000,
rare_rewrite_eq-symm: 338000,482000,276000,
rare_rewrite_bool-impl-elim: 6119000,6768000,6658000,6580000,11828000,

