1; Draft.Scratch_smt_check_7_3766; 2026-04-10 13:46:45.914;
bind: 371000,564000,692000,611000,588000,
cong: 237000,315000,453000,478000,291000,
refl: 41000,33000,
trans: 286000,316000,447000,594000,587000,608000,533000,563000,445000,
parsing: 9172000,
aci_simp: 2215000,2447000,
poly_simp: 3448000,3455000,
equiv_pos2: 439000,431000,
resolution: 135000,367000,400000,621000,
poly_simp_rel: 2092000,2063000,
connective_def: 739000,
miniscope_split: 820000,
__normalized_input: 1608000,1461000,916000,
rare_rewrite_arith-elim-leq: 11688000,11650000,
rare_rewrite_bool-impl-elim: 12173000,
rare_rewrite_bool-and-de-morgan: 23840000,11938000,

