1; Draft.Scratch_smt_check_7_21416; 2026-04-10 13:46:49.970;
bind: 385000,399000,526000,978000,
cong: 226000,313000,410000,
refl: 143000,128000,154000,
symm: 82000,
trans: 335000,367000,324000,336000,463000,394000,432000,
equiv1: 315000,
or_pos: 791000,
parsing: 28563000,
aci_simp: 1180000,1124000,1395000,
equiv_pos2: 34000,225000,794000,
reordering: 1259000,
resolution: 234000,218000,300000,219000,384000,441000,
forall_inst: 1929000,
connective_def: 945000,
miniscope_split: 534000,
__normalized_input: 1287000,1905000,1019000,1391000,812000,
rare_rewrite_bool-eq-false: 5776000,
rare_rewrite_bool-impl-elim: 6644000,12470000,
rare_rewrite_bool-and-de-morgan: 19779000,

