1; Draft.Scratch_smt_check_7_24603; 2026-04-10 13:47:14.357;
bind: 364000,233000,205000,270000,253000,
cong: 56000,53000,40000,68000,91000,60000,96000,
refl: 16000,382000,
symm: 192000,226000,
trans: 80000,188000,218000,221000,159000,112000,217000,190000,201000,200000,
or_pos: 225000,
parsing: 6172000,
aci_simp: 946000,1017000,
evaluate: 177000,
onepoint: 949000,
qnt_join: 220000,
equiv_pos2: 56000,145000,
reordering: 262000,
resolution: 178000,202000,169000,243000,246000,
forall_inst: 639000,721000,
qnt_rm_unused: 303000,929000,
__normalized_input: 26620000,14282000,1623000,775000,878000,
rare_rewrite_eq-refl: 96000,
rare_rewrite_or-not-refl: 5812000,
rare_rewrite_bool-eq-false: 5664000,
rare_rewrite_bool-impl-elim: 5924000,

